id,nombre,descripcion,anio,inversion_recibida,id_etapa,id_departamento,id_sector,id_equipo,ingresos_anuales,empleados
4341,Biotecnologia 4341 Corp,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2021,3695223,4,17,2,4341,5437926,294
4342,Movilidad 4342 Corp,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2022,64974,2,18,4,4342,8671105,37
4343,Agroindustria 4343 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2024,4103171,3,11,5,4343,8008191,225
4344,Logistica 4344 LTDA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2023,2712258,5,24,6,4344,3725440,261
4345,Legaltech 4345 SPA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2017,4267967,2,24,14,4345,6358203,23
4346,Turismo 4346 Corp,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2015,2743224,2,12,16,4346,6815612,61
4347,Alimentos 4347 SA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2016,2404537,4,24,17,4347,7961758,91
4348,Marketing Digital 4348 SAS,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2023,1907075,5,6,10,4348,5403201,238
4349,Construccion 4349 SPA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2022,751460,4,21,12,4349,898746,88
4350,Agroindustria 4350 Corp,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2025,855921,1,10,5,4350,8278883,13
4351,Biotecnologia 4351 LTDA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2016,1459786,1,27,2,4351,2284015,68
4352,Legaltech 4352 Corp,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2020,4225357,1,10,14,4352,9413663,18
4353,Marketing Digital 4353 SA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2017,4298686,3,6,10,4353,791787,288
4354,Alimentos 4354 Corp,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2024,4642422,4,2,17,4354,8541788,125
4355,Construccion 4355 SA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2024,1315777,3,19,12,4355,4286020,126
4356,Construccion 4356 LTDA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2023,57417,5,1,12,4356,2299666,32
4357,Construccion 4357 Corp,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2022,2719878,1,19,12,4357,5114955,200
4358,Construccion 4358 SA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2015,751511,5,21,12,4358,155202,167
4359,Salud 4359 Corp,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2017,1019195,1,25,3,4359,774607,162
4360,Inteligencia Artificial 4360 SA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2022,3333571,2,24,9,4360,1505535,60
4361,Tecnologia 4361 SPA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2024,2195839,2,16,1,4361,2444361,120
4362,Retail 4362 SAS,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2016,1864721,2,6,13,4362,7261169,91
4363,Finanzas 4363 LTDA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2021,267372,3,19,7,4363,4797926,118
4364,Construccion 4364 SPA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2018,3967807,1,22,12,4364,460036,216
4365,Agroindustria 4365 SAS,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2021,829903,5,4,5,4365,4106302,213
4366,Biotecnologia 4366 Corp,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2022,466964,3,23,2,4366,3472345,108
4367,Industria 4.0 4367 SAS,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2015,2236512,5,22,18,4367,7089115,110
4368,Construccion 4368 SAS,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2021,666733,3,5,12,4368,6178856,66
4369,Biotecnologia 4369 Corp,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2021,2129976,2,22,2,4369,2132482,266
4370,Telecomunicaciones 4370 SAS,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2022,3815341,2,2,15,4370,2483822,291
4371,Finanzas 4371 LTDA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2017,3851753,3,12,7,4371,4414368,169
4372,Marketing Digital 4372 SAS,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2018,2312343,4,3,10,4372,7495544,5
4373,Salud 4373 SAS,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2020,1148695,5,24,3,4373,5693556,281
4374,Inteligencia Artificial 4374 LTDA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2016,1279436,5,17,9,4374,392176,76
4375,Movilidad 4375 Corp,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2016,4342892,5,7,4,4375,5916768,221
4376,Alimentos 4376 SPA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2023,1135764,1,1,17,4376,876658,160
4377,Biotecnologia 4377 SPA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2020,3562432,4,13,2,4377,6140134,129
4378,Agroindustria 4378 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2023,2799137,2,1,5,4378,2821234,99
4379,Inteligencia Artificial 4379 SA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2015,361985,3,1,9,4379,6411593,253
4380,Movilidad 4380 SAS,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2021,709052,3,22,4,4380,8134967,20
4381,Finanzas 4381 SAS,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2015,1159456,2,11,7,4381,8119088,122
4382,Industria 4.0 4382 SA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2021,4793430,2,12,18,4382,757244,35
4383,Alimentos 4383 SAS,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2019,805032,3,25,17,4383,3722180,58
4384,Marketing Digital 4384 SA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2025,571832,1,16,10,4384,1643531,136
4385,Legaltech 4385 SA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2019,1214912,5,7,14,4385,8868122,20
4386,Tecnologia 4386 LTDA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2018,506742,1,26,1,4386,8994604,75
4387,Movilidad 4387 Corp,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2018,4948038,4,23,4,4387,6594545,260
4388,Biotecnologia 4388 Corp,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2022,1258928,2,5,2,4388,6409804,24
4389,Energia 4389 SPA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2015,2236531,4,14,20,4389,7199839,82
4390,Telecomunicaciones 4390 LTDA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2025,1388604,2,7,15,4390,5772623,227
4391,Logistica 4391 SA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2023,100497,4,11,6,4391,6480758,73
4392,Marketing Digital 4392 LTDA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2015,3272567,2,16,10,4392,2755735,138
4393,Movilidad 4393 LTDA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2020,104530,4,10,4,4393,6495369,192
4394,Marketing Digital 4394 SAS,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2020,2706286,1,8,10,4394,7747069,279
4395,Proptech 4395 SA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2018,2566115,1,18,11,4395,4416484,21
4396,Marketing Digital 4396 SAS,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2015,412160,1,14,10,4396,2141854,296
4397,Educacion 4397 LTDA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2018,3333107,4,7,19,4397,9227933,20
4398,Educacion 4398 SAS,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2025,2825181,1,18,19,4398,5083007,212
4399,Movilidad 4399 SAS,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2023,1707201,4,24,4,4399,3424623,150
4400,Agroindustria 4400 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2018,1440252,3,5,5,4400,2469459,210
4401,Agroindustria 4401 Corp,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2017,4422615,1,1,5,4401,9404524,83
4402,Retail 4402 SPA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2020,389899,4,6,13,4402,6426757,32
4403,Movilidad 4403 LTDA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2023,2239183,1,3,4,4403,7350675,284
4404,Proptech 4404 SPA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2015,952830,5,22,11,4404,353439,215
4405,Biotecnologia 4405 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2015,1305498,2,21,2,4405,953463,158
4406,Legaltech 4406 Corp,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2019,467098,4,16,14,4406,1800170,65
4407,Biotecnologia 4407 SPA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2025,1439607,2,8,2,4407,8533528,60
4408,Construccion 4408 SA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2021,2671394,4,27,12,4408,3684329,235
4409,Construccion 4409 SAS,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2024,4064305,2,17,12,4409,4494582,152
4410,Logistica 4410 Corp,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2020,1129191,4,6,6,4410,3131266,231
4411,Retail 4411 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2018,1727777,5,25,13,4411,9300569,277
4412,Alimentos 4412 SA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2023,4026788,1,6,17,4412,7357346,33
4413,Industria 4.0 4413 SPA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2018,196255,3,11,18,4413,8180047,249
4414,Ciberseguridad 4414 SPA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2022,4685781,5,3,8,4414,8587203,155
4415,Agroindustria 4415 SAS,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2021,693762,2,8,5,4415,1734626,92
4416,Industria 4.0 4416 SAS,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2020,4588902,2,24,18,4416,5905798,61
4417,Retail 4417 LTDA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2018,2746796,3,17,13,4417,8414373,235
4418,Salud 4418 SPA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2016,1485228,4,22,3,4418,1539703,43
4419,Educacion 4419 SPA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2021,4487835,3,18,19,4419,4471085,277
4420,Proptech 4420 SPA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2015,3164199,1,3,11,4420,7832930,42
4421,Telecomunicaciones 4421 SPA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2024,261364,2,27,15,4421,8825051,31
4422,Tecnologia 4422 SPA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2022,3062767,5,1,1,4422,8306791,290
4423,Tecnologia 4423 LTDA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2015,1003177,5,23,1,4423,2835223,215
4424,Turismo 4424 SPA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2015,1544017,5,9,16,4424,5109710,130
4425,Proptech 4425 SPA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2023,3786986,2,16,11,4425,199902,289
4426,Agroindustria 4426 SPA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2018,4011879,4,14,5,4426,3874003,79
4427,Salud 4427 SA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2020,3612171,3,24,3,4427,6696811,248
4428,Ciberseguridad 4428 SAS,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2015,926826,2,10,8,4428,1506522,103
4429,Movilidad 4429 SAS,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2023,3789760,1,4,4,4429,5835689,122
4430,Finanzas 4430 SA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2019,2420036,5,17,7,4430,2019369,120
4431,Ciberseguridad 4431 SA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2016,326615,5,6,8,4431,1050006,143
4432,Energia 4432 SA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2019,191416,3,11,20,4432,5267977,288
4433,Marketing Digital 4433 SA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2019,2475214,4,12,10,4433,6820946,147
4434,Agroindustria 4434 SPA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2021,488247,4,8,5,4434,2955901,215
4435,Alimentos 4435 Corp,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2018,738483,3,11,17,4435,5928656,165
4436,Legaltech 4436 SA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2025,62383,3,10,14,4436,3816255,253
4437,Turismo 4437 SA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2021,902434,5,2,16,4437,4933640,240
4438,Finanzas 4438 LTDA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2020,2679262,5,19,7,4438,9600060,255
4439,Turismo 4439 LTDA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2021,1405106,3,12,16,4439,2685084,42
4440,Marketing Digital 4440 Corp,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2020,997266,4,6,10,4440,6789438,43
4441,Salud 4441 SAS,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2025,2371002,1,17,3,4441,2110830,289
4442,Energia 4442 SPA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2021,3814588,4,17,20,4442,936752,8
4443,Inteligencia Artificial 4443 SPA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2023,1662593,4,23,9,4443,9661852,134
4444,Retail 4444 SPA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2025,2265190,1,5,13,4444,8657187,107
4445,Logistica 4445 LTDA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2015,1788671,4,27,6,4445,8904067,136
4446,Legaltech 4446 Corp,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2020,3233178,5,24,14,4446,2943209,211
4447,Telecomunicaciones 4447 SAS,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2015,2659826,5,6,15,4447,508329,126
4448,Industria 4.0 4448 SA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2020,2525566,4,6,18,4448,1958296,109
4449,Agroindustria 4449 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2024,736113,1,9,5,4449,1342130,282
4450,Proptech 4450 SPA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2016,2492299,5,15,11,4450,3252249,89
4451,Telecomunicaciones 4451 SPA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2025,1588559,3,23,15,4451,9256125,200
4452,Tecnologia 4452 Corp,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2015,4280282,1,17,1,4452,9462255,12
4453,Turismo 4453 SA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2021,625940,2,6,16,4453,7639657,142
4454,Educacion 4454 SPA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2020,1365537,1,15,19,4454,6904288,29
4455,Telecomunicaciones 4455 SA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2022,4502258,1,26,15,4455,2379557,42
4456,Legaltech 4456 LTDA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2020,302718,3,25,14,4456,400873,110
4457,Energia 4457 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2015,796054,2,9,20,4457,5506447,220
4458,Biotecnologia 4458 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2018,267319,5,5,2,4458,8016653,143
4459,Educacion 4459 SA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2023,3217265,2,25,19,4459,1899436,195
4460,Logistica 4460 Corp,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2021,2465342,2,10,6,4460,2491278,88
4461,Logistica 4461 SPA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2017,1702039,5,13,6,4461,8086777,125
4462,Marketing Digital 4462 Corp,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2021,55680,1,9,10,4462,9321297,251
4463,Industria 4.0 4463 Corp,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2017,1789701,1,17,18,4463,1536443,12
4464,Finanzas 4464 Corp,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2023,2929577,1,26,7,4464,4322323,103
4465,Telecomunicaciones 4465 LTDA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2022,3720348,4,26,15,4465,6027148,158
4466,Proptech 4466 LTDA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2017,765840,1,24,11,4466,4034694,182
4467,Finanzas 4467 Corp,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2015,3745187,3,23,7,4467,3530450,111
4468,Construccion 4468 SAS,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2016,4842592,5,24,12,4468,2090482,190
4469,Salud 4469 SPA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2018,1397365,5,4,3,4469,438250,56
4470,Tecnologia 4470 LTDA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2019,3146886,1,26,1,4470,5157807,100
4471,Telecomunicaciones 4471 SAS,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2023,862482,2,27,15,4471,9279531,144
4472,Finanzas 4472 SA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2015,390873,1,20,7,4472,5603011,240
4473,Legaltech 4473 SPA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2022,1784035,3,5,14,4473,4693920,212
4474,Alimentos 4474 SPA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2022,180739,3,9,17,4474,569766,288
4475,Proptech 4475 SPA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2020,423158,5,27,11,4475,1075429,29
4476,Finanzas 4476 LTDA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2017,2692532,5,24,7,4476,731768,130
4477,Agroindustria 4477 SPA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2023,4965131,2,23,5,4477,6029059,216
4478,Tecnologia 4478 Corp,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2020,4504387,3,10,1,4478,7014523,63
4479,Movilidad 4479 LTDA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2015,2733587,5,19,4,4479,3586541,104
4480,Construccion 4480 SA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2021,845361,3,10,12,4480,6359770,154
4481,Industria 4.0 4481 SAS,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2020,1962394,2,1,18,4481,5480866,115
4482,Proptech 4482 Corp,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2023,242520,1,10,11,4482,2451276,280
4483,Inteligencia Artificial 4483 SPA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2025,1434678,1,19,9,4483,1655116,280
4484,Energia 4484 SAS,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2021,2172938,4,16,20,4484,6163646,283
4485,Energia 4485 SAS,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2022,1634797,1,8,20,4485,9911883,260
4486,Ciberseguridad 4486 SAS,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2023,2589736,3,20,8,4486,3296740,146
4487,Energia 4487 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2024,1608190,1,21,20,4487,3003243,180
4488,Proptech 4488 SPA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2016,2658551,3,15,11,4488,260611,93
4489,Construccion 4489 SPA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2022,4800631,2,27,12,4489,3361066,151
4490,Construccion 4490 SA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2021,1242698,5,26,12,4490,8630645,86
4491,Retail 4491 Corp,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2018,2030940,1,1,13,4491,6971394,231
4492,Proptech 4492 Corp,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2015,81821,2,27,11,4492,6623284,233
4493,Marketing Digital 4493 SA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2023,3667130,1,7,10,4493,4676964,52
4494,Inteligencia Artificial 4494 SPA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2019,4088622,2,5,9,4494,5437081,290
4495,Turismo 4495 Corp,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2017,4557212,1,26,16,4495,1005394,251
4496,Turismo 4496 SPA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2019,3867967,2,21,16,4496,717159,222
4497,Telecomunicaciones 4497 SA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2018,961925,1,26,15,4497,2385949,54
4498,Retail 4498 SPA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2020,3514079,3,26,13,4498,854804,234
4499,Energia 4499 SPA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2018,1703633,2,27,20,4499,4429637,173
4500,Construccion 4500 LTDA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2024,4297029,5,10,12,4500,5734763,208
4501,Retail 4501 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2023,3882425,2,12,13,4501,8817632,109
4502,Proptech 4502 SPA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2019,2553979,5,24,11,4502,904844,7
4503,Retail 4503 Corp,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2022,3212586,2,25,13,4503,5546867,244
4504,Movilidad 4504 LTDA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2020,1559636,4,16,4,4504,8635188,28
4505,Retail 4505 SPA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2016,3708131,5,27,13,4505,4193601,52
4506,Energia 4506 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2016,935585,4,20,20,4506,6765619,27
4507,Retail 4507 SPA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2020,3268525,4,17,13,4507,123252,92
4508,Ciberseguridad 4508 SPA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2015,660451,4,16,8,4508,4814765,227
4509,Alimentos 4509 LTDA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2025,2477990,4,17,17,4509,2408830,253
4510,Biotecnologia 4510 SPA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2016,573749,4,16,2,4510,3773854,258
4511,Energia 4511 SPA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2017,4832772,1,26,20,4511,2778678,46
4512,Educacion 4512 SAS,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2019,4863566,2,25,19,4512,8305431,170
4513,Energia 4513 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2020,1565852,2,2,20,4513,3817346,229
4514,Alimentos 4514 SAS,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2016,1017192,3,14,17,4514,3768206,272
4515,Construccion 4515 SA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2020,4210153,2,25,12,4515,5312774,170
4516,Construccion 4516 LTDA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2021,123019,4,26,12,4516,5955080,65
4517,Industria 4.0 4517 SA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2024,2650186,4,1,18,4517,4160273,35
4518,Ciberseguridad 4518 SAS,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2021,112693,2,22,8,4518,3855246,7
4519,Salud 4519 SA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2017,3220385,1,19,3,4519,8022902,194
4520,Salud 4520 Corp,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2018,1793887,2,22,3,4520,6349182,143
4521,Alimentos 4521 LTDA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2023,1811991,4,15,17,4521,1605969,146
4522,Alimentos 4522 SA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2017,3628655,3,22,17,4522,3678700,101
4523,Educacion 4523 SA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2022,593541,1,2,19,4523,6073788,250
4524,Biotecnologia 4524 SA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2015,1503140,1,11,2,4524,3555308,171
4525,Salud 4525 SA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2024,4377683,1,19,3,4525,9667047,153
4526,Ciberseguridad 4526 SA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2016,1241299,3,12,8,4526,6175478,66
4527,Agroindustria 4527 Corp,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2024,638590,4,23,5,4527,6462322,217
4528,Turismo 4528 LTDA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2016,828726,4,11,16,4528,6996315,264
4529,Proptech 4529 LTDA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2024,4772987,1,23,11,4529,6751173,130
4530,Legaltech 4530 LTDA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2015,213115,2,12,14,4530,1579864,79
